recipe_name,ingredients_text,steps_text
ต้มข่าไก่ สูตรใส่เห็ด เมนูดังไม่เลี่ยนอร่อยกลมกล่อม,น้ำปลา 1/3 ถ้วย | น้ำตาลทราย 3+1/2 ช้อนโต๊ะ | กะทิ 1+1/2 ถ้วย | เห็ดฟาง หรือเห็ดชิเมจิ 1/2 ถ้วย | น้ำมะนาว หรือน้ำเลมอน 1/3 ถ้วย,
